"","VILLCODE","COUNTYNAME","TOWNNAME","VILLNAME","VILLENG","COUNTYID","COUNTYCODE","TOWNID","TOWNCODE","NOTE","fullname","area","field_1","imageName","lat","lng","dataTime","remark","上傳者","標註者","createdAt","updatedAt","候選人姓名.不想寫請填NA.","大選區","政黨","子選區","候選人類別.同框選小的.","多看板中的哪一個","看板類別","思源地圖類別","思源地圖名稱","是否有政黨標誌","主標語","位置描述資訊","看板費用類別","geometry"
"5680.1","10009070012","雲林縣","古坑鄉","崁腳村","Kanjiao Vil.","P","10009","P07","10009070",NA,"雲林縣古坑鄉崁腳村",12503505.5540515,"199","631472c610be152683c8d1b0",23.6025135,120.5330016,"2022-09-04T09:40:00.000Z","NA","6311fe3910be152ca5c8d199","NA","2022-09-04T09:41:26.635Z","2022-09-04T09:41:26.635Z","劉建國","雲林縣","民進黨","NA","縣市長","右","固定式","NA","NA","是","NA","永光加油站前","NA",c(120.5330016, 23.6025135)
"61","10013010003","屏東縣","屏東市","武廟里","Wumiao Vil.","T","10013","T01","10013010",NA,"屏東縣屏東市武廟里",39791.2673763044,"200","63143dc310be150fd3c8d1af",22.670463,120.4864064,"2022-09-04T05:54:00.000Z","NA","6311fe3910be152ca5c8d199","NA","2022-09-04T05:55:15.149Z","2022-09-04T05:55:15.149Z","李清聖","屏東縣","民進黨","屏東市長","縣市長","只有一個","固定式","NA","NA","NA","NA","火車站前","NA",c(120.4864064, 22.670463)
"2160","66000040007","臺中市","西區","公民里","Gongmin Vil.","B","66000","B04","66000040",NA,"臺中市西區公民里",266705.681030044,"206","631317fb10be156679c8d1a9",24.1398084514053,120.668471587387,"2022-09-03T05:10:00.000Z","NA","61c6a09910be1550a1c8d064","NA","2022-09-03T09:01:47.112Z","2022-09-03T09:01:47.112Z","張彥彤","臺中市","國民黨","西區","縣市議員","只有一個","固定式","NA","NA","是","NA","NA","NA",c(120.668471587387, 24.1398084514053)
"5954","66000280005","臺中市","大里區","祥興里","Xiangxing Vil.","B","66000","B28","66000280",NA,"臺中市大里區祥興里",529915.070089056,"207","6313132210be151a79c8d1a8",24.1189277777778,120.684805555556,"2022-09-03T08:21:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-09-03T08:41:06.760Z","2022-09-03T08:41:06.760Z","李天生","臺中市","民進黨","NA","縣市議員","只有一個","固定式","NA","NA","是","用心做最好","NA","NA",c(120.684805555556, 24.1189277777778)
"5954.1","66000280005","臺中市","大里區","祥興里","Xiangxing Vil.","B","66000","B28","66000280",NA,"臺中市大里區祥興里",529915.070089056,"208","631312f210be155a47c8d1a7",24.1199302,120.6881573,"2022-09-03T08:17:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-09-03T08:40:18.911Z","2022-09-03T08:40:18.911Z","李天生","臺中市","民進黨","NA","縣市議員","只有一個","固定式","NA","NA","是","NA","NA","NA",c(120.6881573, 24.1199302)
"2128","66000280021","臺中市","大里區","國光里","Guoguang Vil.","B","66000","B28","66000280",NA,"臺中市大里區國光里",518182.723444281,"209","631312d110be1590e5c8d1a6",24.1024222222222,120.681991666667,"2022-09-03T08:14:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-09-03T08:39:45.552Z","2022-09-03T08:39:45.552Z","蘇柏興","臺中市","國民黨","NA","縣市議員","下","固定式","NA","NA","NA","從興開始","NA","NA",c(120.681991666667, 24.1024222222222)
"2157","66000040004","臺中市","西區","東昇里","Dongsheng Vil.","B","66000","B04","66000040",NA,"臺中市西區東昇里",106196.328765905,"210","63130a8a10be154ea1c8d1a5",24.1358617067862,120.670995191224,"2022-09-03T05:12:00.000Z","NA","61c6a09910be1550a1c8d064","NA","2022-09-03T08:04:26.250Z","2022-09-03T08:04:26.250Z","許瑞宏","臺中市","民眾黨","NA","縣市議員","不容易描述","固定式","NA","NA","是","NA","NA","NA",c(120.670995191224, 24.1358617067862)
"7368.7","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"211","6312a8ea10be154ffcc8d1a2",25.0307107319462,121.522417366505,"2022-09-01T09:08:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-03T01:07:54.949Z","2022-09-03T01:07:54.949Z","陳聖文","臺北市","民進黨","第六選區大安/文山","縣市議員","右下","固定式","NA","NA","否","守護醫療靠山","杭州南路二段金華街轉角停車場外牆","NA",c(121.522417366505, 25.0307107319462)
"7368.8","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"212","6312a87d10be155293c8d1a1",25.0306669865567,121.522409319878,"2022-09-01T09:08:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-03T01:06:05.768Z","2022-09-03T01:06:05.768Z","王閔生","臺北市","民進黨","第六選區大安/文山","縣市議員","右上","固定式","NA","NA","否","會做事","杭州南路二段金華街轉角停車場外牆","NA",c(121.522409319878, 25.0306669865567)
"7368.9","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"213","6312a61f10be15c1bcc8d1a0",25.0306086593465,121.522446870804,"2022-09-01T09:08:00.000Z","2022農曆年前一直到現在","60c36720b652fe7e74444845","NA","2022-09-03T00:55:59.254Z","2022-09-03T00:55:59.254Z","簡舒培","臺北市","民進黨","第六選區大安/文山","縣市議員","左下","固定式","NA","NA","否","虎年健康發財","杭州南路二段金華街轉角停車場外牆","NA",c(121.522446870804, 25.0306086593465)
"7368.10","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"214","6312a59010be151264c8d19f",25.030657265357,121.522409319878,"2022-09-01T09:08:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-03T00:53:36.218Z","2022-09-03T00:53:36.218Z","李柏毅","臺北市","國民黨","第六選區大安/文山","縣市議員","左上","固定式","NA","NA","否","守護食安","杭州南路二段金華街轉角停車場外牆","NA",c(121.522409319878, 25.030657265357)
"7368.11","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"215","6312a52610be1552d7c8d19e",25.030589216937,121.522425413132,"2022-09-01T09:08:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-03T00:51:50.953Z","2022-09-03T00:51:50.953Z","趙怡翔","臺北市","民進黨","第六選區大安/文山","縣市議員","左下","固定式","NA","NA","是","NA","杭州南路二段金華街轉角停車場外牆","NA",c(121.522425413132, 25.030589216937)
"7368.12","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"216","6312a44b10be154e16c8d19d",25.030579495731,121.522355675697,"2022-09-01T09:08:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-03T00:48:11.462Z","2022-09-03T00:48:11.462Z","林岳龍","臺北市","其他","第六選區大安/文山","縣市議員","左上","固定式","NA","NA","否","守護公義","杭州南路二段與金華街轉角停車場外牆","NA",c(121.522355675697, 25.030579495731)
"7489","63000010018","臺北市","松山區","慈祐里","Ciyou Vil.","A","63000","A01","63000010",NA,"臺北市松山區慈祐里",292578.291808945,"217","6311e04d10be152bbdc8d198",25.0493055555556,121.569441666667,"2022-09-02T08:07:00.000Z","NA","5e748a1d4894f400bb0cf7df","61d666f510be153804c8d06c","2022-09-02T10:51:57.945Z","2022-09-02T13:49:38.849Z","許淑華","臺北市","民進黨","NA","縣市議員","只有一個","固定式","NA","NA","是","相信我","NA","NA",c(121.569441666667, 25.0493055555556)
"2159","66000040006","臺中市","西區","平和里","Pinghe Vil.","B","66000","B04","66000040",NA,"臺中市西區平和里",193324.4386306,"218","630ef80d10be154d67c8d197",24.14215,120.671797222222,"2022-08-31T04:59:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-31T05:56:29.843Z","2022-08-31T05:56:29.843Z","林京玲","臺中市","不知","NA","縣市議員","只有一個","固定式","NA","NA","否","歡迎索取公民美食地圖","NA","NA",c(120.671797222222, 24.14215)
"5957","66000030005","臺中市","南區","積善里","Jishan Vil.","B","66000","B03","66000030",NA,"臺中市南區積善里",806035.097710947,"219","630ef7d310be157982c8d196",24.119025,120.679091666667,"2022-08-31T03:39:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-31T05:55:31.120Z","2022-08-31T05:55:31.120Z","鄒明諺","臺中市","時代力量","NA","縣市議員","左","NA","NA","NA","是","NA","NA","NA",c(120.679091666667, 24.119025)
"5957.1","66000030005","臺中市","南區","積善里","Jishan Vil.","B","66000","B03","66000030",NA,"臺中市南區積善里",806035.097710947,"220","630ef74810be15d6f6c8d195",24.119025,120.679091666667,"2022-08-31T03:39:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-31T05:53:12.837Z","2022-08-31T05:53:12.837Z","林俊凱","臺中市","民眾黨","NA","縣市議員","右","固定式","NA","NA","NA","Taiwan最棒的政黨","NA","NA",c(120.679091666667, 24.119025)
"2385","66000150004","臺中市","后里區","后里里","Hou Vil.","B","66000","B15","66000150",NA,"臺中市后里區后里里",2467380.84125686,"221","630ef70e10be15edc5c8d194",24.3085638888889,120.72255,"2022-08-31T00:25:00.000Z","NA","5f16b3799da4ec1711d623b4","61d666f510be153804c8d06c","2022-08-31T05:52:14.808Z","2022-09-02T13:49:31.320Z","陳本添","臺中市","國民黨","NA","縣市議員","左","NA","NA","NA","否","NA","NA","NA",c(120.72255, 24.3085638888889)
"2382","66000150001","臺中市","后里區","廣福里","Guangfu Vil.","B","66000","B15","66000150",NA,"臺中市后里區廣福里",10505393.4934996,"222","630ef6df10be153995c8d193",24.2998861111111,120.723213888889,"2022-08-31T00:23:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-31T05:51:27.537Z","2022-08-31T05:51:27.537Z","翁美春","臺中市","不知","NA","縣市議員","只有一個","固定式","NA","NA","NA","有經驗繼續拚","NA","NA",c(120.723213888889, 24.2998861111111)
"2282","66000090025","臺中市","豐原區","南陽里","Nanyang Vil.","B","66000","B09","66000090",NA,"臺中市豐原區南陽里",833192.861782405,"223","630ef6a810be15e9bfc8d192",24.2428638888889,120.729386111111,"2022-08-31T00:03:00.000Z","NA","5f16b3799da4ec1711d623b4","61d666f510be153804c8d06c","2022-08-31T05:50:32.796Z","2022-09-02T13:49:43.002Z","邱愛姍","臺中市","國民黨","NA","縣市議員","只有一個","NA","NA","NA","否","競選總部","NA","NA",c(120.729386111111, 24.2428638888889)
"2280","66000090023","臺中市","豐原區","豐田里","Fengtian Vil.","B","66000","B09","66000090",NA,"臺中市豐原區豐田里",1680316.69698645,"224","630ef67510be151cfdc8d191",24.2364916666667,120.721991666667,"2022-08-30T23:56:00.000Z","NA","5f16b3799da4ec1711d623b4","61d666f510be153804c8d06c","2022-08-31T05:49:41.138Z","2022-09-02T13:49:18.999Z","張靜分","臺中市","國民黨","NA","縣市議員","只有一個","固定式","NA","NA","否","幸福臺中，宜居豐后","NA","NA",c(120.721991666667, 24.2364916666667)
"2117","66000280008","臺中市","大里區","內新里","Neixin Vil.","B","66000","B28","66000280",NA,"臺中市大里區內新里",440231.077681783,"225","630e1e4110be1575fdc8d190",24.1129694444444,120.690138888889,"2022-08-29T23:50:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:27:13.194Z","2022-08-30T14:27:13.194Z","林德宇","臺中市","民進黨","NA","縣市議員","左","NA","NA","NA","是","衝出好未來","NA","NA",c(120.690138888889, 24.1129694444444)
"2109","66000280002","臺中市","大里區","新里里","Xin Vil.","B","66000","B28","66000280",NA,"臺中市大里區新里里",1143746.4809483,"226","630e1dfa10be15abacc8d18f",24.1021861111111,120.672325,"2022-08-30T00:25:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:26:02.566Z","2022-08-30T14:26:02.566Z","張滄沂","臺中市","不知","NA","縣市議員","左","NA","NA","NA","NA","說到做到","NA","NA",c(120.672325, 24.1021861111111)
"2109.1","66000280002","臺中市","大里區","新里里","Xin Vil.","B","66000","B28","66000280",NA,"臺中市大里區新里里",1143746.4809483,"227","630e1dcc10be15c48bc8d18e",24.1021861111111,120.672325,"2022-08-30T00:25:00.000Z","老婆合照","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:25:16.902Z","2022-08-30T14:25:16.902Z","蘇柏興","臺中市","國民黨","NA","縣市議員","右","NA","NA","NA","否","NA","NA","NA",c(120.672325, 24.1021861111111)
"2118","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"228","630e1d7710be15ecf8c8d18d",24.1112388888889,120.697236111111,"2022-08-29T23:44:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:23:51.442Z","2022-08-30T14:23:51.442Z","林子傑","臺中市","不知","NA","縣市議員","右","固定式","NA","NA","NA","太多不想寫","NA","NA",c(120.697236111111, 24.1112388888889)
"2118.1","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"229","630e1d4910be15612ec8d18c",24.1112583333333,120.697219444444,"2022-08-29T23:44:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:23:05.009Z","2022-08-30T14:23:05.009Z","陳裕承","臺中市","不知","NA","縣市議員","上","固定式","NA","NA","NA","我承擔","NA","NA",c(120.697219444444, 24.1112583333333)
"2118.2","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"230","630e1ccd10be1584eac8d18b",24.1112583333333,120.697219444444,"2022-08-29T23:44:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:21:01.620Z","2022-08-30T14:21:01.620Z","林碧秀","臺中市","國民黨","NA","縣市議員","左","固定式","NA","NA","是","NA","NA","NA",c(120.697219444444, 24.1112583333333)
"2118.3","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"231","630e1c6110be1540b0c8d18a",24.1112583333333,120.697219444444,"2022-08-29T23:44:00.000Z","NA","5f16b3799da4ec1711d623b4","61d666f510be153804c8d06c","2022-08-30T14:19:13.898Z","2022-09-02T13:49:41.452Z","林德宇","臺中市","民進黨","NA","縣市議員","左","固定式","NA","NA","NA","NA","NA","NA",c(120.697219444444, 24.1112583333333)
"2118.4","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"232","630e1c2710be152e04c8d189",24.1112583333333,120.697219444444,"2022-08-29T23:44:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:18:15.366Z","2022-08-30T14:18:15.366Z","鄒明諺","臺中市","時代力量","NA","縣市議員","右上","固定式","NA","NA","NA","改善臭味解決污染","NA","NA",c(120.697219444444, 24.1112583333333)
"2126","66000280018","臺中市","大里區","金城里","Jincheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區金城里",543983.679352213,"233","630e1af610be152991c8d188",24.0890472222222,120.694894444444,"2022-08-30T09:24:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:13:10.515Z","2022-08-30T14:13:10.515Z","林德宇","臺中市","民進黨","NA","縣市議員","下","固定式","NA","NA","是","NA","NA","NA",c(120.694894444444, 24.0890472222222)
"2118.5","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"235","630e1a7a10be1583aac8d186",24.110425,120.698477777778,"2022-08-30T07:01:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:11:06.919Z","2022-08-30T14:11:06.919Z","鄭伯其","臺中市","國民黨","NA","縣市議員","左","固定式","NA","NA","NA","新選擇","NA","NA",c(120.698477777778, 24.110425)
"2185.1","66000040019","臺中市","西區","忠誠里","Zhongcheng Vil.","B","66000","B04","66000040",NA,"臺中市西區忠誠里",432074.039980716,"236","630e1a1510be15431ec8d185",24.1571694444444,120.659394444444,"2022-08-30T06:01:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:09:25.140Z","2022-08-30T14:09:25.140Z","盧秀燕","臺中市","國民黨","NA","縣市長","左","NA","NA","NA","否","守護台中我堅持","NA","NA",c(120.659394444444, 24.1571694444444)
"5895","66000250016","臺中市","龍井區","東海里","Donghai Vil.","B","66000","B25","66000250",NA,"臺中市龍井區東海里",1121805.96937099,"237","630e19d010be151df8c8d184",24.1877111111111,120.583380555556,"2022-08-30T02:12:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:08:16.706Z","2022-08-30T14:08:16.706Z","林昊佑","臺中市","不知","NA","縣市議員","只有一個","固定式","NA","NA","否","NA","NA","NA",c(120.583380555556, 24.1877111111111)
"2109.2","66000280002","臺中市","大里區","新里里","Xin Vil.","B","66000","B28","66000280",NA,"臺中市大里區新里里",1143746.4809483,"238","630e198410be15101cc8d183",24.1021861111111,120.672325,"2022-08-30T00:25:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:07:00.268Z","2022-08-30T14:07:00.268Z","江和樹","臺中市","民眾黨","NA","縣市議員","上","NA","NA","NA","NA","柯文哲推薦","NA","NA",c(120.672325, 24.1021861111111)
"2128.1","66000280021","臺中市","大里區","國光里","Guoguang Vil.","B","66000","B28","66000280",NA,"臺中市大里區國光里",518182.723444281,"239","630e18ef10be156232c8d182",24.1048138888889,120.681686111111,"2022-08-30T00:21:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:04:31.971Z","2022-08-30T14:04:31.971Z","李天生","臺中市","民進黨","NA","縣市議員","右","固定式","NA","NA","NA","NA","NA","NA",c(120.681686111111, 24.1048138888889)
"2111","66000280006","臺中市","大里區","日新里","Rixin Vil.","B","66000","B28","66000280",NA,"臺中市大里區日新里",473018.044400024,"240","630e186a10be156517c8d181",24.1191777777778,120.689230555556,"2022-08-29T23:52:00.000Z","一看就不合法亂掛","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:02:18.656Z","2022-08-30T14:02:18.656Z","江和樹","臺中市","民眾黨","NA","縣市議員","左","不確定","NA","NA","否","改變和勇氣","NA","NA",c(120.689230555556, 24.1191777777778)
"2117.1","66000280008","臺中市","大里區","內新里","Neixin Vil.","B","66000","B28","66000280",NA,"臺中市大里區內新里",440231.077681783,"241","630e182f10be1580d5c8d180",24.1129694444444,120.690138888889,"2022-08-29T23:50:00.000Z","NA","5f16b3799da4ec1711d623b4","61d666f510be153804c8d06c","2022-08-30T14:01:19.056Z","2022-09-02T13:49:27.632Z","江和樹","臺中市","民眾黨","NA","縣市議員","右","固定式","NA","NA","NA","大概是寫「認真？」","NA","NA",c(120.690138888889, 24.1129694444444)
"2118.6","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"242","630e17fc10be15f65ec8d17f",24.1112888888889,120.695305555556,"2022-08-29T23:46:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T14:00:28.885Z","2022-08-30T14:00:28.885Z","江和樹","臺中市","民眾黨","NA","縣市議員","上","固定式","NA","NA","否","NA","被擋住了","NA",c(120.695305555556, 24.1112888888889)
"2118.7","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"243","630e17d210be15f69ec8d17e",24.1112277777778,120.697188888889,"2022-08-29T23:44:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T13:59:46.868Z","2022-08-30T13:59:46.868Z","李天生","臺中市","民進黨","NA","縣市議員","左","固定式","NA","NA","NA","太多不想寫","NA","NA",c(120.697188888889, 24.1112277777778)
"2118.8","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"244","630e17a710be1529adc8d17d",24.1112583333333,120.697219444444,"2022-08-29T23:44:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T13:59:03.433Z","2022-08-30T13:59:03.433Z","鄭伯其","臺中市","國民黨","NA","縣市議員","右","固定式","NA","NA","否","挺燕顧台中，關鍵新力量","NA","NA",c(120.697219444444, 24.1112583333333)
"2118.9","66000280009","臺中市","大里區","東昇里","Dongsheng Vil.","B","66000","B28","66000280",NA,"臺中市大里區東昇里",1127042.96530057,"245","630e176210be156e75c8d17c",24.1112388888889,120.697236111111,"2022-08-29T23:44:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T13:57:54.953Z","2022-08-30T13:57:54.953Z","張芬郁","臺中市","民進黨","NA","縣市議員","上","固定式","NA","NA","NA","行動派","NA","NA",c(120.697236111111, 24.1112388888889)
"5958","66000270001","臺中市","太平區","太平里","Taiping Vil.","B","66000","B27","66000270",NA,"臺中市太平區太平里",2215289.4499617,"246","630e16f810be15018cc8d17b",24.1110305555556,120.710030555556,"2022-08-29T23:32:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T13:56:08.555Z","2022-08-30T13:56:08.555Z","洪家裕","臺中市","不知","NA","其他（如鄉鎮市長、或村里長）","只有一個","移動式","NA","NA","NA","NA","NA","NA",c(120.710030555556, 24.1110305555556)
"5958.1","66000270001","臺中市","太平區","太平里","Taiping Vil.","B","66000","B27","66000270",NA,"臺中市太平區太平里",2215289.4499617,"247","630e16c610be15e85ec8d17a",24.1110444444444,120.710036111111,"2022-08-29T23:32:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-30T13:55:18.669Z","2022-08-30T13:55:18.669Z","洪家裕","臺中市","不知","NA","其他（如鄉鎮市長、或村里長）","上","不確定","NA","NA","NA","青年參政全職里長","NA","NA",c(120.710036111111, 24.1110444444444)
"32.1","10018010021","新竹市","東區","東園里","Dongyuan Vil.","O","10018","O01","10018010",NA,"新竹市東區東園里",548500.915680049,"250","630ddb8910be152837c8d177",24.8022194444444,120.983238888889,"2022-08-30T08:18:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-08-30T09:42:33.916Z","2022-09-01T23:19:20.767Z","林志雅","新竹市","不知","東區","其他（如鄉鎮市長、或村里長）","只有一個","固定式","測試","測試","否","認真會做事的人","NA","Ac",c(120.983238888889, 24.8022194444444)
"5284","10018010026","新竹市","東區","綠水里","Lvshui Vil.","O","10018","O01","10018010",NA,"新竹市東區綠水里",661063.252204026,"250","630ddb8910be152837c8d177",24.8022194444444,120.983238888889,"2022-08-30T08:18:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-08-30T09:42:33.916Z","2022-09-01T23:19:20.767Z","林志雅","新竹市","不知","東區","其他（如鄉鎮市長、或村里長）","只有一個","固定式","測試","測試","否","認真會做事的人","NA","Ac",c(120.983238888889, 24.8022194444444)
"5877","66000060013","臺中市","西屯區","大福里","Dafu Vil.","B","66000","B06","66000060",NA,"臺中市西屯區大福里",135495.034553056,"251","630dd48310be150714c8d176",24.1771725833333,120.667257388889,"2022-08-30T08:00:00.000Z","NA","5fa90c6ab652fe3e6e4447ab","NA","2022-08-30T09:12:35.263Z","2022-08-30T09:12:35.263Z","楊大鋐","臺中市","國民黨","西屯區","縣市議員","只有一個","固定式","NA","NA","是","NA","NA","NA",c(120.667257388889, 24.1771725833333)
"5381","10008030007","南投縣","草屯鎮","御史里","Yushi Vil.","M","10008","M03","10008030",NA,"南投縣草屯鎮御史里",5940625.06371278,"252","630cb85810be15085fc8d175",23.9975555555556,120.689855555556,"2022-08-29T02:14:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-29T13:00:08.466Z","2022-08-29T13:00:08.466Z","簡峻廷","南投縣","不知","NA","縣市議員","只有一個","移動式","NA","NA","NA","專業問政，熱誠服務","NA","NA",c(120.689855555556, 23.9975555555556)
"5381.1","10008030007","南投縣","草屯鎮","御史里","Yushi Vil.","M","10008","M03","10008030",NA,"南投縣草屯鎮御史里",5940625.06371278,"253","630cb80f10be152ce3c8d174",23.9976222222222,120.689827777778,"2022-08-29T02:13:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-29T12:58:55.955Z","2022-08-29T12:58:55.955Z","蕭忠憲","南投縣","不知","NA","其他（如村里長等）","左","固定式","NA","NA","否","熱情；親切；本土","NA","NA",c(120.689827777778, 23.9976222222222)
"5381.2","10008030007","南投縣","草屯鎮","御史里","Yushi Vil.","M","10008","M03","10008030",NA,"南投縣草屯鎮御史里",5940625.06371278,"254","630cb7bd10be158201c8d173",23.9887777777778,120.699416666667,"2022-08-29T02:11:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-08-29T12:57:33.222Z","2022-08-29T12:57:33.222Z","莊士傑","南投縣","不知","NA","縣市議員","NA","移動式","NA","NA","否","情義相挺","NA","NA",c(120.699416666667, 23.9887777777778)
